A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
45,0.03347095,-0.044160963,-0.481202468,4.937209505,-0.609872897,-3.231504027,1.248791791,good
46,-0.487366694,-0.768805325,-0.779231515,2.025256619,1.477926984,0.267788073,-4.454570173,good
47,-1.387990181,2.738510761,-2.349216852,0.953438489,1.860715718,2.317309906,3.097818375,bad
48,-3.328571498,0.652576936,-1.424402957,0.727385379,1.576921347,2.57780352,0.650677868,bad
49,-1.107060152,2.261198229,-2.635197022,0.882264783,-0.02399536,2.218099369,2.865048371,bad
50,-2.938616815,0.524454917,0.802257441,-1.475930881,-0.336348939,1.43064807,-2.298875523,good
51,-0.411307683,-1.758595285,-2.213864776,-0.149535258,1.576184296,0.929197409,1.416983091,bad
52,1.343763324,-2.514417138,-3.461538942,3.841154192,0.280515139,-0.025436811,0.85622891,good
53,1.205450296,-1.783508474,0.652683061,2.442983435,1.34691458,1.115062157,-1.198656978,good
54,3.010344278,-3.423028629,-3.110977964,-1.543044507,3.567608188,1.696232599,0.445840404,good
55,2.032797084,-0.641021365,-2.409689916,2.936128289,1.675484552,-0.904588536,2.287350346,good
56,1.822657318,-0.545617297,-0.367820835,0.252983288,-0.789107409,2.135911779,-3.343955801,good
57,1.098486821,-1.020374176,1.211131183,1.260177674,-1.029902705,2.622737988,2.662547829,good
58,-0.479883026,-0.079195404,-0.843547042,3.049567607,3.663838119,-0.365698656,-1.473537531,good
59,0.833097732,0.449713632,-1.638548868,-0.63133803,2.830906373,-0.668860377,1.049428799,good
60,-3.464155339,1.352111148,0.458025722,0.892746743,3.129818456,-1.74467453,-2.204610725,good
61,-4.67414092,0.797045882,-0.897212669,-1.393983171,0.492129797,3.201707789,-0.58628671,bad
62,-3.341493048,-1.355556544,1.433646684,1.722356677,0.112911807,0.68878842,1.619183695,bad
63,0.455312607,-2.382895446,-0.83742965,-2.36617514,-0.276460122,0.852335249,-0.031126053,good
64,-2.236188121,-1.174561063,1.482703478,-0.277161056,1.497598428,1.075731385,-0.936970586,good
65,-3.567897971,1.043742178,2.563399581,0.437276711,1.678518225,-5.313838222,2.071983608,good
66,-2.188932795,2.131754258,0.260841291,3.886048374,-3.196263115,-3.560593877,0.089512941,good
67,-1.569763886,1.059864965,1.518880096,1.666096276,3.068931353,-1.48035112,2.769458608,bad
68,-1.129060897,-0.257836171,-1.942238912,-0.020934662,-0.724138915,2.662111019,-0.112472887,bad
69,-0.399608624,-3.198174574,-1.250639262,2.909277682,-2.314037098,-0.231112054,-3.029392365,bad
70,0.610132436,-3.460818667,1.336759306,0.387451504,-0.136781229,2.988645551,-2.044768947,bad
71,2.354402289,-2.660270254,2.615415905,-3.291210248,4.604454116,-1.240117421,3.689580857,good
72,0.562851227,-1.827989146,-4.622243679,-0.32573547,2.578804915,2.481541376,1.152768549,bad
73,0.039413688,-1.137430244,0.477732329,1.656480571,-3.256232026,-0.503584221,0.528698798,bad
74,-2.159610389,-1.295959495,-1.732435214,0.080724492,-1.95961421,2.723039718,-1.47788311,bad
75,2.160591551,-1.608127507,-3.149539978,1.354258442,2.169308776,0.561455393,1.466043609,good
76,2.249782051,1.30681125,-3.362142903,-3.292343017,1.536373323,2.322693886,0.171703758,good
77,0.913367079,0.238227626,-0.86645313,0.411078967,0.777247078,-0.690557676,0.269081521,bad
78,-2.178068955,0.711060019,-2.723528183,-0.79461916,1.371632238,2.661669238,-1.43801903,bad
79,-2.1674624,-1.72966774,1.292344082,2.343027022,0.313248004,-0.90759004,-1.78744711,bad
80,1.906895248,-0.286557035,-0.642276275,-0.909686603,0.56727051,0.447676716,2.331284997,good
81,-2.451373743,-2.460445365,3.310559586,1.100072267,1.667256216,-0.01057985,-0.908360248,good
82,2.355047056,-0.805007082,-4.046869242,-0.621273549,2.721016877,1.403612449,-1.735117708,bad
83,1.41034947,-6.235107041,0.60667877,2.781526465,0.188419279,-1.655568486,1.787465613,good
84,1.75626858,-2.078246123,-1.347003072,1.570705713,0.205594839,3.33230319,-0.159879504,good
85,-0.490313544,-2.693594239,-2.262928126,1.408218703,0.894130314,4.097052626,-1.192975776,bad
86,1.889651879,-1.234884586,-2.003226871,1.618220275,0.360724332,2.712213587,0.124914362,good
87,0.523551092,-0.785293429,0.307177459,-0.773882387,1.220446256,-1.329702358,1.355485212,good
88,-1.44761768,-0.40082252,-2.015819355,0.519147662,0.92156357,2.63835347,-0.52902919,bad
89,1.288315468,0.118324055,-2.03989032,1.254207548,0.421780581,0.273822524,0.064352175,bad
90,0.516948121,0.643780506,-2.752877948,1.265938234,0.714290184,1.041064133,-2.967415983,good
91,-0.629540613,-1.16111198,-0.33009969,0.930469883,2.087489482,0.369549864,-4.560905342,good
92,-0.691713124,-2.431340292,-0.909663545,2.428320647,0.242079363,2.313575569,1.285942944,bad
93,-2.090430519,-2.261319641,3.822713915,-0.512140853,0.660595132,0.663423371,-1.714085315,good
94,0.097397568,-2.090139656,-5.018889094,0.173397255,1.524662353,5.278448329,-1.700396069,bad
95,1.372602617,-0.81619118,-1.138033248,1.948956568,-0.222231916,-0.561915322,1.65215817,good
96,-0.618111889,-2.131703542,-1.580025186,-0.195316309,3.625676756,3.259309401,-1.633641993,bad
97,1.80336603,-0.976044046,-1.54691943,0.926305296,3.13968117,-0.683222706,3.401455383,good
98,-0.201342768,0.579131757,-2.126035342,3.129284882,-4.401848909,-0.552627575,-2.249965831,good
99,-1.159324283,0.723172074,-0.040253594,-0.748296452,0.677957479,1.25184885,-2.146023387,good
100,-1.581378996,-0.759501459,0.135359641,1.881819633,1.998052361,0.729362217,0.286883321,good
101,-1.111426668,-2.084750358,2.519879958,0.918003904,1.377124216,0.937208835,-0.894186563,good
102,-1.921823652,-3.481362426,0.441475743,1.777523431,-0.283584197,0.82291936,-3.504485228,bad
103,-1.96733108,0.77615106,0.271438354,0.695994122,2.157869261,-0.070030044,-1.521261721,good
104,-1.572555914,-0.009042436,1.969436236,1.884461994,0.977655875,-0.655248809,2.127518998,bad
105,-0.426619219,-1.436843963,-0.660813891,-0.560818317,-1.871932248,1.269263936,-1.751339472,bad
106,-0.725181296,-1.447133711,1.840994287,3.086182479,2.229221836,0.555091226,3.040761752,good
107,1.307057369,-2.355362326,-1.47080157,-1.043470187,1.835902543,0.113930514,-0.055333999,good
108,0.137097813,-3.035084729,-0.440600718,1.444977828,-3.824202947,0.85011358,-1.611571284,bad
109,1.646001232,-3.027517619,0.250956223,0.965901296,-1.553907902,2.084908726,-0.474934654,bad
110,1.438906462,-1.219056994,-0.337509507,-0.394803416,-1.117118275,3.082653988,-1.746685633,good
111,-1.213074179,-0.24908012,-0.002478363,2.509596721,1.498529064,0.755573897,-0.362616748,good
112,1.051510414,-4.311975447,-1.399048336,-2.791214794,4.268753723,0.501451971,1.61098811,good
113,-2.030890826,-1.642489803,-0.557159577,0.481269904,1.198923061,-0.083993546,5.381199793,bad
114,-1.712198696,-2.529664978,-2.066911436,0.443358568,3.54650754,1.021727292,5.170171939,bad
115,0.104978369,-1.600940028,-0.787057496,2.34568665,2.323311417,0.530314357,1.789687083,bad
116,-1.051734165,-3.067908145,-2.904858823,-0.622345331,3.705094866,3.241975298,0.639425812,bad
117,-1.447494934,-1.136977946,-0.836801233,1.932464027,-1.512099553,0.801874172,2.669102823,bad
118,-3.010134336,1.548268357,-0.568293032,0.209247169,2.317043914,-1.242233911,-2.727464441,good
119,-0.591987065,-2.618652027,-1.073478951,1.114681034,-2.536374537,1.75475805,-1.660639485,bad
120,-3.835874261,-0.838795598,1.412859983,2.251267651,-0.343720948,0.946562081,1.66131914,bad
121,-0.776404994,-0.116796706,-1.813091624,1.241549833,-0.577928389,1.3258787,0.224019932,bad
122,-3.202902826,-0.849827194,-1.106207159,0.473819325,-0.023440485,2.356287012,-1.590747921,bad
123,0.695632239,-1.669059782,-1.442125181,2.189043678,-2.767055359,0.764050341,-0.12163975,bad
124,0.089707401,-2.249989911,-2.673620318,2.762214054,0.035969561,-0.903596811,-1.456133779,good
125,-2.229105842,-1.097255857,3.589921649,0.140221663,1.563118086,-0.161918178,-1.335152047,good
126,-2.245482916,-0.047701365,0.250696269,0.771605049,2.243000186,-0.687586724,3.378856539,bad
127,-3.715530466,0.002641572,1.683646065,0.094039461,3.192435018,-1.013795897,4.43608798,bad
128,-2.454612376,-0.386469591,-1.073484764,0.914051503,1.925401868,2.438000463,0.338913734,bad
129,-1.162845918,-1.416945478,0.440112947,2.653944392,-0.095678282,-0.95044423,3.145872884,bad
130,-3.423662708,-1.835010061,0.79489908,-0.557657446,4.606234531,0.177582667,3.766012647,bad
131,1.74387082,1.632728712,-1.279297479,2.758798983,-2.420213906,-0.214932142,2.064118217,good
132,-2.267533079,-0.995608169,2.254678222,-0.620752464,-0.772808023,1.336250891,-0.320548874,good
133,4.420781942,-2.547671341,-1.756285833,0.901810165,-0.41284149,1.987165436,1.613529813,good
134,0.132455297,-3.037876516,-2.464537418,1.619229919,0.300120344,2.110550784,-3.408117425,bad
135,1.482288925,-0.107158332,-0.746690054,-0.561767309,2.996683488,-0.907478278,2.288403252,good
136,0.019720454,-0.591226131,-1.739235973,0.001208279,0.695052559,-0.018453271,1.307264909,bad
137,0.263844265,-2.896271718,-0.157614476,-0.184619255,-2.848897253,0.40465954,-3.04217039,bad
138,-0.820988945,0.934444962,-1.336150538,2.18383263,0.632514819,1.420930219,2.434754044,good
139,0.031054092,0.563083299,0.380777887,1.308722315,0.317110162,0.435548896,-2.336331708,good
140,1.096306694,-2.511438246,-3.217207284,1.956905463,-1.502347429,2.892814192,-0.946008716,bad
141,-2.5046086,-3.10825316,-1.138621602,1.002183537,-2.206212956,1.81162049,-3.692780634,bad
142,1.259488062,-0.557897892,-2.578773172,-0.488970287,2.581218915,-0.232605116,0.489466669,bad
143,-1.081714895,-0.128446068,0.092911562,2.23528499,-0.550942521,0.300268219,0.638823121,bad
144,-1.117420987,-1.379325233,-1.274428562,0.484136657,1.478881722,1.372509488,1.721389057,bad
145,-3.570020052,-1.557671942,0.397887599,0.287215334,4.264960529,1.046411866,4.21395771,bad
146,1.348563992,-2.629308349,0.688814575,4.579679142,3.793939947,0.178613673,-0.414499767,good
147,-1.528953268,-2.205766019,2.315552145,1.345569372,3.644528254,-0.297462663,-2.386929328,good
148,1.460308911,1.892238181,-1.421187896,-0.421416349,0.514115397,0.231571255,3.38751734,good
149,0.375263094,-1.445870732,-1.181046758,2.601463324,2.827291819,1.732763933,1.60008799,good
150,1.187548188,-3.488738179,-0.024981539,1.056351322,2.167240994,-1.40784869,1.191130833,good
151,-2.462903545,-0.56298005,-2.128611939,2.105099597,-3.970096582,0.642830033,-0.268954307,bad
152,0.192116931,1.363093766,-0.10482675,-1.511940374,-0.659624142,2.737156973,-0.187720712,good
153,-3.807691336,0.218192462,1.47690846,-0.015662125,3.141111879,0.216348362,3.133728152,bad
154,-1.686955832,-2.204779193,0.521074661,0.700608712,-1.900296944,0.541469431,-2.179682618,bad
155,-3.918492,-0.289518756,2.678073186,-1.298396226,0.766755063,0.360116105,-2.206017085,good
156,1.949866355,-0.78061046,-3.134467206,0.115946901,0.418511509,-1.729952765,1.378138082,bad
157,-1.875731895,-1.104573125,0.106934755,2.808359421,-2.198678855,1.81962532,0.099814677,bad
158,0.471148646,-1.879177608,-3.945108574,0.457821962,1.827044676,2.926514012,0.151744842,bad
159,0.008339314,-0.258309041,-0.589022384,2.216558601,2.347407105,-0.439727813,-4.797638853,good
160,-3.023822478,-0.847654554,-3.926479139,0.630642487,-3.392707898,4.042267742,-0.760862459,bad
161,3.256911049,0.976144038,-0.403344001,6.2978733,-4.283277957,-5.864598918,3.499264098,bad
162,0.60095618,-1.304680848,0.785337141,1.77135522,1.123839658,1.413786932,2.347861337,good
163,1.360929382,-0.96968507,-2.874481807,0.905055776,-0.131909036,0.135906234,1.612088232,bad
164,-1.338021204,-0.414034255,-1.038987796,2.193987982,0.339238297,2.055288914,-0.240021926,bad
165,-0.348624748,1.836154471,-0.191222937,3.549381795,-0.850150689,-3.651885426,1.656620737,bad
166,-0.915869276,-2.117531246,-0.722324515,2.038503324,-1.550706333,2.45530978,-2.058734686,bad
167,0.648402541,-0.597957787,-0.348551625,1.205653487,0.685866506,2.032251339,-2.212947993,good
168,2.21434852,-0.029326384,-1.643311119,3.375367909,-0.310931919,-0.733331668,1.010299062,good
169,-2.165809285,-2.176449345,2.300174059,-0.551487323,-0.902726119,2.76263541,-2.031178367,good
170,0.892740511,-2.570260056,0.686402779,2.202009135,-0.332587693,-1.84103477,1.402970488,good
171,-2.628903261,-2.051180555,-1.242758926,0.028318851,-0.47431424,1.340058514,2.258237957,bad
172,-0.125752474,0.024644668,0.003255809,1.456974463,-0.178901872,2.083774003,-0.131763548,good
173,-0.784981331,-2.564694602,-2.836161957,1.629181923,-0.846003106,5.548138248,-2.178990218,bad
174,0.268229651,-1.157147229,2.571969295,-0.329584616,-1.242081671,2.226250142,3.04163101,good
175,-3.005490261,-0.487316731,2.24018426,-0.952809122,1.930097417,-0.252653951,-2.337145932,bad
176,1.68387841,-2.242187311,2.246057204,1.356224587,-1.252226707,-1.720518508,-0.961003564,bad
177,-1.080276744,1.244658574,1.21506728,-0.812246149,-0.062306598,-0.277077972,-1.977000824,good
178,-3.075078731,-1.516497512,-1.668607355,0.17190714,1.103576195,3.378228149,-0.001593958,bad
179,0.443371969,-2.637919054,0.319253124,2.622455078,2.551202269,1.188443399,-1.01323595,good
180,2.181240068,-2.280900032,0.471697078,2.992732794,-0.991189052,2.617760127,2.560803351,good
181,-1.618411896,-2.896226814,3.299581555,1.411916324,1.359808992,0.900346665,0.157979193,good
182,-2.555517069,-0.517085125,-0.931773343,-1.083535822,0.638363982,3.299071102,-1.136878191,bad
183,-2.456224718,-1.300668395,1.90372355,-0.329152285,0.640678341,0.325072927,-2.568301692,good
184,-4.968508091,-0.814306344,-0.481642861,1.81428028,1.347888899,3.772846884,1.951705686,bad
185,-0.307073326,-1.550695072,-4.76534958,-1.648888502,4.753762729,2.603039417,2.597690447,bad
186,-1.62359989,1.667150674,-1.004611802,-0.173799019,-2.276911981,0.91422704,2.056639697,bad
187,-2.743304348,-1.214042748,-1.989254772,-0.650297674,-0.495183534,3.849168921,-1.865832708,bad
188,-2.65336393,-1.616297644,2.625948508,0.195550555,2.423620841,-0.194978796,-3.940779763,good
189,-2.684927932,-1.374554151,1.014252339,-0.083819478,1.661636915,2.814118944,-0.765000312,bad
190,-0.433011417,-1.473763868,1.062339037,0.988938696,0.219544502,2.118380707,0.924712224,good
191,2.924428979,-0.928250862,-4.66314002,-0.547998692,2.730188913,1.898161594,-0.237263801,good
192,-1.711440159,0.620783857,-0.733591501,-0.351416416,-1.095210862,1.754156022,0.859773406,bad
193,-2.133101288,-0.739687703,-0.748786782,0.474687947,1.771861564,1.257156655,0.260288653,bad
194,-2.937618954,-0.707787835,1.111767952,0.697300735,0.991532995,0.388504227,0.848923139,bad
195,1.30099058,-1.285592981,0.443454862,1.216461107,0.411152616,-3.548540692,4.169748166,bad
196,-0.815840338,-0.301607054,-0.001498001,-0.384303701,-1.081998656,2.344492477,-0.493978613,good
197,-1.674179974,0.396477028,1.075878215,1.092842357,1.384085548,-0.199555485,-0.404406676,bad
198,-1.776972339,-1.877025092,-0.698024434,-0.246476001,2.475935508,0.0818841,5.011310465,bad
199,-3.976937188,-1.876774175,-0.103705872,1.482253754,-0.416406564,1.765280919,2.718979289,bad
200,-1.193551717,-1.484548885,-1.682801417,-0.255826272,1.888296732,1.369561333,1.640197921,bad
201,-4.389864451,0.185576339,2.327504128,0.949380586,2.207851054,0.288004605,3.761634732,bad
202,1.10364773,-3.016143154,2.019128766,1.746410622,2.761662424,-3.302013877,2.874555906,good
203,-2.840872316,0.358602795,-3.130451219,-0.184855661,-0.047626658,4.057415096,-0.157130678,bad
204,0.237405908,-0.743632082,1.892783174,1.366006813,1.26545143,1.023981506,1.095010268,good
205,0.099322411,-2.018287273,-1.592637735,2.015768102,-1.482077353,0.86335326,-1.710943166,bad
206,-4.32795266,-0.870679378,-0.254843673,0.357468703,3.327595177,2.483676106,1.795992671,bad
207,4.490970426,-0.329475368,-1.274028186,3.159289343,4.450735119,-2.135571344,0.268904126,good
208,0.944946387,-3.321490816,2.967918114,0.078198691,-0.965456653,2.648436337,-0.502763647,good
209,-0.96138762,-1.260524287,-3.246894069,-0.754798811,-0.243771259,4.2425723,-2.15334928,bad
210,-0.663819761,-0.801457205,0.024577009,3.526233012,1.78173561,1.010057321,0.9389107,good
211,-0.062355088,-1.324635095,-1.782416628,-0.346282538,-0.937751568,0.863851426,-2.835235275,bad
212,2.350002523,-3.968238891,-1.101896158,-2.52426432,1.596184873,1.786295441,2.141838373,good
213,-0.592137016,-0.062311514,-0.523055298,2.13743587,3.075803941,-0.347275147,-3.045678368,good
214,-1.12376402,-1.662628406,3.388158228,2.151275882,1.799548828,-1.995137818,-1.484347485,bad
215,2.611908541,-0.922059236,-2.196896271,3.533210216,-0.921278112,-0.015431999,1.617889109,good
216,-0.458837875,-0.936624637,-0.802757694,1.559549736,0.16766578,1.917121565,-0.348891561,good
217,1.566665946,0.868559307,-0.044273458,-0.716642918,1.768542663,-0.872781355,2.684720448,good
218,0.098974981,-1.534063659,-0.40387881,3.183796452,0.13800971,-2.544187232,0.28020656,good
219,-0.271070252,-2.515852845,2.342917722,0.699965346,0.356715611,1.941893883,-1.652992023,good
220,0.305715131,-0.481595147,-0.114756951,2.181975514,3.879569217,-3.675563415,1.76244588,good
221,1.759646182,1.687754544,-1.54410097,-1.89445092,-0.808630725,1.416235265,0.837999604,good
222,0.546615891,-0.900337395,-1.019420475,2.548862598,0.569765188,-1.564120354,1.913664613,good
223,-0.511163804,-1.647558803,2.070183589,-3.127340177,3.447141281,-2.435723268,1.182446876,good
224,0.62483913,-0.786826053,0.907733248,-0.350257037,0.653573382,-1.480451415,2.569365201,good
225,-2.002139587,-2.625820278,-0.908798685,-1.780175222,1.197048603,3.678592367,-4.434327674,bad
226,0.585207822,-1.480399294,-1.530431723,1.59253166,0.2212905,-0.046626258,1.508887162,bad
227,-1.052877902,-3.290994071,-4.056301117,-0.709076386,-3.598392202,2.095930648,-6.46098926,bad
228,-1.784148948,-1.101581555,0.703585651,4.190644903,2.960538584,0.014368442,1.13433461,good
229,-1.244296851,0.248019952,-0.23055755,1.667680996,-2.818316838,-1.965340223,-0.24524675,bad
230,-1.286279883,1.105420521,-3.156926835,1.973857598,0.223007322,1.442712771,0.814293361,bad
231,-2.619934121,-2.222209762,3.210162135,3.198226854,4.005136612,-0.869893384,-0.630160574,good
232,-0.049213489,0.006223973,-0.564329536,1.539068935,2.351554598,-2.511339401,1.41309275,good
233,1.29829612,-0.333265511,-1.853063716,-0.055402475,3.748343007,-1.126858125,-0.486259057,bad
234,-1.50483579,-0.60984849,-1.535147411,1.821917704,-1.006640427,2.052719703,0.53068575,bad
235,-4.988465994,-0.190696332,3.451440068,-0.75969263,1.726144265,-0.085910578,-1.854692443,good
236,-2.343340236,-0.618778362,-0.454250555,1.197642013,1.102016695,2.853788827,0.675495193,bad
237,0.124122406,-1.248310169,-0.763911942,1.885789289,-1.160479836,0.645470205,-0.251871449,bad
238,3.062485208,-0.168910991,-1.458126528,3.228027575,-1.221682748,-1.766620523,1.123206738,bad
239,-0.903390631,-0.006481297,-1.85797724,1.905665353,-1.323631982,-0.237555458,-0.635232848,bad
240,-2.279311704,-2.127285795,-1.056731488,1.487951085,1.48048431,2.653676335,2.66212605,bad
241,-2.217366179,-1.667909956,3.010118131,1.283279647,1.421265031,-2.214285605,3.758296168,bad
242,-0.026485744,-0.799181452,-3.372003186,3.223286509,-1.319326728,0.30100296,-0.816365227,bad
243,-4.572620612,0.100533955,1.58402999,-0.55268722,-0.677374932,1.379152541,0.142473791,bad
244,-2.757155815,0.781496878,3.330263276,0.231805943,3.293237578,-4.661244484,7.404736238,bad
245,2.509374487,-3.113597384,-2.800003752,2.152582008,-1.289594648,1.091546428,-1.022113594,good
246,0.55052261,-0.255666433,-0.569824672,-0.502992458,-1.605193925,2.963923204,0.128325002,good
247,-1.513436965,5.149000297,-0.392046791,3.678058525,-1.582198284,-3.871147542,0.91807892,good
248,0.113810852,-1.507470826,-2.051591429,0.42305814,1.314811985,1.935011984,-1.098326042,bad
249,-2.038784803,-1.097247988,0.533116796,2.483399249,2.832299983,0.333690419,-0.43079891,good
250,-4.401879009,-1.880835494,-0.18552821,-1.155767962,1.51741081,2.435939123,-4.663497109,bad
251,5.189624452,-0.38035204,0.674040928,2.711903317,4.226954898,-2.08801203,3.67749718,good
252,0.09677995,-0.619040449,1.372660497,-1.551754788,-1.48809087,1.913225169,-2.730679347,good
253,-3.13692093,0.2039136,2.312981364,4.400781555,-4.786378547,1.181213418,-1.445193398,bad
254,-0.845554468,1.63692121,-1.39745862,0.20748258,-2.826069911,-0.210229378,0.196019372,good
255,1.215343488,0.454075004,-0.910714666,2.839160662,-1.286710751,-1.302087805,0.340237631,good
256,-4.441796745,-1.308166634,-0.644851723,1.030750207,0.743742159,3.012145933,-1.552642907,bad
257,-2.438136709,3.603286079,-3.994267383,-0.399099705,0.810791317,0.813200326,-1.674314414,good
258,-1.616073734,-0.19620202,-2.145537289,0.024236485,1.767860033,-1.738779359,-0.985096387,good
259,-1.220395543,0.727752497,0.500212481,0.941042704,1.720316779,-1.422646164,0.866285324,bad
260,1.864510528,0.565854676,-1.239821336,-0.460607286,-3.684070281,3.531425966,-0.079761693,good
261,-2.745177613,-1.104988878,1.263666254,0.992078101,0.327276517,-0.581333882,3.152707213,bad
262,3.144834853,-0.618456338,-1.888859712,-2.318441345,1.988406405,2.171236392,3.441841889,good
263,-0.888109498,0.019708233,-1.147750073,0.062864978,0.485839444,1.332188644,-0.531192355,bad
264,0.177787063,-1.12985596,-0.274235386,3.291357335,-3.403600982,-1.136174689,0.699819954,bad
265,0.778343934,0.750074063,-2.106503891,0.250449703,1.194048352,-0.297126623,1.338008142,bad
266,-1.660132024,-0.926467905,-0.124129835,1.83162166,0.257862793,0.619933397,2.541203984,bad
267,0.391502374,-2.231925032,-4.272946199,-0.252954061,1.472741626,2.700868622,0.236001317,bad
268,-1.552466494,-1.353629812,0.298420776,-0.168358839,0.833207548,3.279510221,-0.153170021,bad
269,0.470464106,0.286850275,1.31702559,4.680727621,-3.137041244,-4.619622802,2.193147335,bad
270,0.410513623,-1.073639887,0.217295221,1.095006769,-1.446178928,2.216869264,0.727058624,good
271,-1.029416816,-0.315372479,1.824449963,1.232133947,0.215069127,-2.693922826,2.099729971,bad
272,-3.179262441,-0.88467347,0.775792358,-0.109996168,3.815630366,0.42134604,2.157909715,bad
273,-0.284107695,-1.754920326,1.174448898,2.289448917,1.288249759,1.153113388,0.398870457,good
274,2.484381003,-1.389177574,-1.437494455,1.100872692,-1.444003721,0.938352619,1.490174669,good
275,2.683861892,-4.700917185,1.40041866,1.346969161,-1.304076421,4.611424426,0.692202456,good
276,-6.129668144,4.738226808,0.25347735,-1.393228031,1.964849465,-3.41088064,-5.015263697,good
277,-2.592618507,-0.264751368,0.600961775,-0.352739735,2.683771227,-0.698221403,2.476740123,bad
